,dataset,sequence,delentropy,blur,brightness distance,t1,t2,t3,r1,r2,r3
0,subpipe,Chunk3,-0.0,,,-0.032092466350418895,0.002498624295655288,-0.0027889140371406542,-0.008048977739700184,-0.0009389762853349195,0.0006177866669315818
1,subpipe,Chunk2,-0.0,,,0.0007795177817940994,0.002783496354411812,0.0021910618037245264,-0.0006171832110715287,-8.206353099178959e-07,-0.0005665890997971948
2,subpipe,Chunk4,-0.0,,,-0.0011656111827308125,-0.004987219683548326,0.007703011430005921,-0.0012657949740410039,-0.0007070021646842048,0.0002708644836565261
3,subpipe,Chunk1,-0.0,,,0.0038670342736322636,0.003898737958091528,0.0007588865501083297,-0.0005801520140777159,7.202101252222227e-05,2.2312088213934657e-05
4,subpipe,Chunk2,-0.0,,,0.0020223573946062776,0.003603066255949255,0.0006111176596396268,0.0006352092861626976,-1.5418338776305996e-05,1.5883886383313397e-05
5,subpipe,Chunk2,-0.0,,,0.0027848021112292618,0.003074076856420903,0.0006953150519718159,-3.214095491258385e-05,-2.9392587660779606e-05,1.6031771471565382e-05
6,subpipe,Chunk1,-0.0,,,-0.0005604798848888551,-0.0009114438627683078,0.0009402522003984973,-5.289252623952226e-05,-0.00036767692309024204,-8.044972925221268e-06
7,subpipe,Chunk3,-0.0,,,-0.026474651093389003,-0.00024530095670184784,-0.0021887417574120225,0.008381019816438628,0.0003241755174836504,0.0019381294624302705
8,subpipe,Chunk2,-0.0,,,0.0003967921776378729,0.001556575360710368,0.0006501471149844984,0.0006352041963144886,-1.5406977243085276e-05,1.5885583986364262e-05
9,subpipe,Chunk4,-0.0,,,-0.0008026098735542035,-0.0053417131104896085,0.00765769941941216,-3.214011676848868e-05,-2.9392740326650077e-05,1.604361987344169e-05
10,subpipe,Chunk3,-0.0,,,-0.02645209372025023,-0.00472799262799238,-0.0013887968237580386,0.003234091645602578,0.002025597500263209,-0.0011844021011573154
11,subpipe,Chunk4,-0.0,,,0.005513924230429394,0.0056048543882005865,-0.004558328657854678,0.0050967047520689476,0.0019818850542865966,0.0019963866005461212
12,subpipe,Chunk3,-0.0,,,-0.031536055399313416,-0.0165890657266356,0.0011566654970836142,-0.002833718716351248,-0.0005515540949819812,0.0020133216869088954
13,subpipe,Chunk3,-0.0,,,-0.013863039663146977,-0.005323528079636626,0.002449463242050177,-0.001563493990127975,0.001850732730946068,0.00035878330777209177
14,subpipe,Chunk1,-0.0,,,0.0010661673709030583,0.0013580355721905825,0.001289144316914713,0.0006846258666088688,0.0006490434088054237,5.6087101860631766e-05
15,subpipe,Chunk0,-0.0,,,-0.027124784451620518,0.00837329718668891,-0.002770285485311599,-0.001414427555484635,-0.002663177198916429,0.0039080934409791756
16,subpipe,Chunk0,-0.0,,,0.022027898313886535,-0.0006513173805049325,-0.001028430301510386,0.0014427037502231833,0.0007905385850057618,0.00153443260554055
17,subpipe,Chunk2,-0.0,,,0.0016847748496325718,0.0010752794158257579,0.0010282881510649316,0.002574150883874152,0.0006903934335967714,5.6077389613559546e-05
18,subpipe,Chunk0,-0.0,,,0.024988679053356347,-0.0036113527378482196,-0.0003543280882654807,-0.007322137183172796,-0.0028486675682476014,-0.0013253262434635533
19,subpipe,Chunk2,-0.0,,,0.0016886755077152346,0.002452208275237209,-0.0005961322316244133,-0.0003227574444360089,7.279395744417102e-05,0.0024028221399488587
20,subpipe,Chunk1,-0.0,,,0.0031197701281153885,0.001350632024103783,0.00043155301949874647,-3.114649140091342e-05,-6.953759385505814e-05,0.0006823045417919425
21,subpipe,Chunk1,-0.0,,,0.0015441116528106837,0.002375292961158509,0.0012195439412992387,-3.214177427917174e-05,-2.9389180708246245e-05,1.603736178199863e-05
22,subpipe,Chunk0,-0.0,,,0.00990588223096512,0.008765018392360675,-0.006766348148270664,0.00020657347032680657,-0.004557817388431122,-0.0023405427701106815
23,subpipe,Chunk1,-0.0,,,-0.00026997431361160546,0.001978876140159333,0.0006616768061555137,-0.000686402071961067,-4.310171871194726e-05,1.6186807131257958e-05
24,subpipe,Chunk0,-0.0,,,0.021806149025642197,0.00012556167067036552,-0.0036269006707139203,-0.012315535195323541,-0.004730525623620398,-0.00549361626017
25,subpipe,Chunk2,-0.0,,,-0.005748251949817572,0.0023458656674095503,0.0012864657320394814,-0.00017719282075314384,-0.0012412164555561942,-0.0013711377009304696
26,subpipe,Chunk3,-0.0,,,0.0020811750932995397,0.0037787883150757107,-0.0005531569087924125,-4.128811401022673e-05,-0.0004730183240409471,-0.00022511934716422274
27,subpipe,Chunk4,-0.0,,,0.0013818295090522311,-0.004866938380410039,0.000542407061178158,-0.0012912944873930544,1.3023682599043777e-05,9.43110783931502e-05
28,subpipe,Chunk4,-0.0,,,0.012284048805055259,-0.005025313249039047,0.001857558655987509,-0.0006621157382301671,0.0008763765312906005,-0.00019987016589160996
29,subpipe,Chunk2,-0.0,,,5.824947755362979e-05,0.002772347071963048,0.0016753623619480645,0.0006975797541205419,0.0006745019326881043,-0.0006128526159672709
30,subpipe,Chunk4,-0.0,,,-0.0319191224114788,-0.007496527462723876,-0.0011331157645535722,0.010658873803915699,-0.0003746993495030257,-0.0007394900970727101
31,subpipe,Chunk2,-0.0,,,0.000640272888822083,0.002912057801041869,0.002602426803689124,-0.0021197290131118756,-0.0007882859161423028,0.0006245650457125787
32,subpipe,Chunk4,-0.0,,,0.0028035767566517264,0.0044472898176275855,-0.003546318330374795,0.0009085263564177636,-0.0010169480596381917,-0.000995919441659228
